cluster_id	protein name	centroid genome	centroid locus	role_ids	frameshift	E00001	E00002	E00003	E00004	E00005	E00031	E00032	E00033	E00034	E00035
3264	"2-succinyl-6-hydroxy-2, 4-cyclohexadiene-1-carboxylate synthase"	E00005	LI66_RS15260			LI62_RS16760	LI63_RS03295	LI64_RS14695	LI65_RS09940	LI66_RS15260	SR65_RS10615	SR75_RS22800	SR76_RS04860	SR68_RS20785	SR69_RS19010
3265	2-succinyl-5-enolpyruvyl-6-hydroxy-3- cyclohexene-1-carboxylate synthase	E00002	LI63_RS03290			LI62_RS16765	LI63_RS03290	LI64_RS14700	LI65_RS09935	LI66_RS15265	SR65_RS10620	SR75_RS22795	SR76_RS04855	SR68_RS20780	SR69_RS19005
3266	isochorismate synthase	E00005	LI66_RS15270			LI62_RS16770	LI63_RS03285	LI64_RS14705	LI65_RS09930	LI66_RS15270	SR65_RS10625	SR75_RS22790	SR76_RS04850	SR68_RS20775	SR69_RS19000
3267	protein ElaB	E00001	LI62_RS16775			LI62_RS16775	LI63_RS03280	LI64_RS14710	LI65_RS09925	LI66_RS15275	SR65_RS10630	SR75_RS22785	SR76_RS04845	SR68_RS20770	SR69_RS18995
3268	protein elaA	E00002	LI63_RS03275			LI62_RS16780	LI63_RS03275	LI64_RS14715	LI65_RS09920	LI66_RS15280	SR65_RS10635	SR75_RS22780	SR76_RS04840	SR68_RS20765	SR69_RS18990
3269	ribonuclease Z	E00002	LI63_RS03270			LI62_RS16785	LI63_RS03270	LI64_RS14720	LI65_RS09915	LI66_RS15285	SR65_RS10640	SR75_RS22775	SR76_RS04835	SR68_RS20760	SR69_RS18985
3270	chemotaxis protein CheV	E00003	LI64_RS14725			LI62_RS16790	LI63_RS03265	LI64_RS14725	LI65_RS09910	LI66_RS15290	SR65_RS10645	SR75_RS22770	SR76_RS04830	SR68_RS20755	SR69_RS18980
3271	NADH:ubiquinone oxidoreductase subunit N	E00005	LI66_RS15295			LI62_RS16795	LI63_RS03260	LI64_RS14730	LI65_RS09905	LI66_RS15295	SR65_RS10650	SR75_RS22765	SR76_RS04825	SR68_RS20750	SR69_RS18975
3272	NADH:ubiquinone oxidoreductase subunit M	E00001	LI62_RS16800			LI62_RS16800	LI63_RS03255	LI64_RS14735	LI65_RS09900	LI66_RS15300	SR65_RS10655	SR75_RS22760	SR76_RS04820	SR68_RS20745	SR69_RS18970
3273	NADH:ubiquinone oxidoreductase subunit L	E00001	LI62_RS16805			LI62_RS16805	LI63_RS03250	LI64_RS14740	LI65_RS09895	LI66_RS15305	SR65_RS10660	SR75_RS22755	SR76_RS04815	SR68_RS20740	SR69_RS18965
3274	NADH:ubiquinone oxidoreductase subunit K	E00001	LI62_RS16810			LI62_RS16810	LI63_RS03245	LI64_RS14745	LI65_RS09890	LI66_RS15310	SR65_RS10665	SR75_RS22750	SR76_RS04810	SR68_RS20735	SR69_RS18960
3275	NADH:ubiquinone oxidoreductase subunit J	E00001	LI62_RS16815			LI62_RS16815	LI63_RS03240	LI64_RS14750	LI65_RS09885	LI66_RS15315	SR65_RS10670	SR75_RS22745	SR76_RS04805	SR68_RS20730	SR69_RS18955
3276	NADH dehydrogenase subunit I	E00001	LI62_RS16820			LI62_RS16820	LI63_RS03235	LI64_RS14755	LI65_RS09880	LI66_RS15320	SR65_RS10675	SR75_RS22740	SR76_RS04800	SR68_RS20725	SR69_RS18950
3277	NADH:ubiquinone oxidoreductase subunit H	E00001	LI62_RS16825			LI62_RS16825	LI63_RS03230	LI64_RS14760	LI65_RS09875	LI66_RS15325	SR65_RS10680	SR75_RS22735	SR76_RS04795	SR68_RS20720	SR69_RS18945
3278	NADH dehydrogenase subunit G	E00005	LI66_RS15330			LI62_RS16830	LI63_RS03225	LI64_RS14765	LI65_RS09870	LI66_RS15330	SR65_RS10685	SR75_RS22730	SR76_RS04790	SR68_RS20715	SR69_RS18940
3279	NADH dehydrogenase subunit F	E00001	LI62_RS16835			LI62_RS16835	LI63_RS03220	LI64_RS14770	LI65_RS09865	LI66_RS15335	SR65_RS10690	SR75_RS22725	SR76_RS04785	SR68_RS20710	SR69_RS18935
3280	NADH dehydrogenase subunit E	E00031	SR65_RS10695			LI62_RS16840	LI63_RS03215	LI64_RS14775	LI65_RS09860	LI66_RS15340	SR65_RS10695	SR75_RS22720	SR76_RS04780	SR68_RS20705	SR69_RS18930
3281	NADH:ubiquinone oxidoreductase	E00001	LI62_RS16845			LI62_RS16845	LI63_RS03210	LI64_RS14780	LI65_RS09855	LI66_RS15345	SR65_RS10700	SR75_RS22715	SR76_RS04775	SR68_RS20700	SR69_RS18925
3282	NADH dehydrogenase subunit B	E00001	LI62_RS16850			LI62_RS16850	LI63_RS03205	LI64_RS14785	LI65_RS09850	LI66_RS15350	SR65_RS10705	SR75_RS22710	SR76_RS04770	SR68_RS20695	SR69_RS18920
3283	NADH:ubiquinone oxidoreductase subunit A	E00001	LI62_RS16855			LI62_RS16855	LI63_RS03200	LI64_RS14790	LI65_RS09845	LI66_RS15355	SR65_RS10710	SR75_RS22705	SR76_RS04765	SR68_RS20690	SR69_RS18915
3284	transcriptional regulator	E00005	LI66_RS15360			LI62_RS16860	LI63_RS03195	LI64_RS14795	LI65_RS09840	LI66_RS15360	SR65_RS10715	SR75_RS22700	SR76_RS04760	SR68_RS20685	SR69_RS18910
3285	aminotransferase AlaT	E00001	LI62_RS16865			LI62_RS16865	LI63_RS03190	LI64_RS14800	LI65_RS09835	LI66_RS15365	SR65_RS10720	SR75_RS22695	SR76_RS04755	SR68_RS20680	SR69_RS18905
3286	5'-nucleotidase	E00001	LI62_RS16870			LI62_RS16870	LI63_RS03185	LI64_RS14805	LI65_RS09830	LI66_RS15370	SR65_RS10725	SR75_RS22690	SR76_RS04750	SR68_RS20675	SR69_RS18900
3287	citrate transporter	E00002	LI63_RS03180			LI62_RS16875	LI63_RS03180	LI64_RS14810	LI65_RS09825	LI66_RS15375	SR65_RS10730	SR75_RS22685	SR76_RS04745	SR68_RS20670	SR69_RS18895
3288	phosphatase	E00001	LI62_RS16880			LI62_RS16880	LI63_RS03175	LI64_RS14815	LI65_RS09820	LI66_RS15380	SR65_RS10735	SR75_RS22680	SR76_RS04740	SR68_RS20665	SR69_RS18890
3289	hypothetical protein	E00001	LI62_RS16885			LI62_RS16885	LI63_RS03170	LI64_RS14820	LI65_RS09815	LI66_RS15385	SR65_RS10740	SR75_RS22675	SR76_RS04735	SR68_RS20660	SR69_RS18885
3290	membrane protein	E00002	LI63_RS03165			LI62_RS16890	LI63_RS03165	LI64_RS14825	LI65_RS09810	LI66_RS15390	SR65_RS10745	SR75_RS22670	SR76_RS04730	SR68_RS20655	SR69_RS18880
3291	acetate kinase	E00001	LI62_RS16895			LI62_RS16895	LI63_RS03160	LI64_RS14830	LI65_RS09805	LI66_RS15395	SR65_RS10750	SR75_RS22665	SR76_RS04725	SR68_RS20650	SR69_RS18875
3292	phosphate acetyltransferase	E00002	LI63_RS03155			LI62_RS16900	LI63_RS03155	LI64_RS14835	LI65_RS09800	LI66_RS15400	SR65_RS10755	SR75_RS22660	SR76_RS04720	SR68_RS20645	SR69_RS18870
3293	transketolase	E00002	LI63_RS03150			LI62_RS16905	LI63_RS03150	LI64_RS14840	LI65_RS09795	LI66_RS15405	SR65_RS10760	SR75_RS22655	SR76_RS04715	SR68_RS20640	SR69_RS18865
3294	transketolase	E00002	LI63_RS03145			LI62_RS16910	LI63_RS03145	LI64_RS14845	LI65_RS09790	LI66_RS15410	SR65_RS10765	SR75_RS22650	SR76_RS04710	SR68_RS20635	SR69_RS18860
3295	PTS system ascorbate-specific transporter subunit IIC	E00002	LI63_RS03140			LI62_RS16915	LI63_RS03140	LI64_RS14850	LI65_RS09785	LI66_RS15415	SR65_RS10770	SR75_RS22645	SR76_RS04705	SR68_RS20630	SR69_RS18855
3296	PTS mannitol transporter subunit IIB	E00001	LI62_RS16920			LI62_RS16920	LI63_RS03135	LI64_RS14855	LI65_RS09780	LI66_RS15420	SR65_RS10775	SR75_RS22640	SR76_RS04700	SR68_RS20625	SR69_RS18850
3297	ascorbate-specific PTS system enzyme IIA	E00002	LI63_RS03130			LI62_RS16925	LI63_RS03130	LI64_RS14860	LI65_RS09775	LI66_RS15425	SR65_RS10780	SR75_RS22635	SR76_RS04695	SR68_RS20620	SR69_RS18845
3298	LacI family transcriptional regulator	E00001	LI62_RS16930			LI62_RS16930	LI63_RS03125	LI64_RS14865	LI65_RS09770	LI66_RS15430	SR65_RS10785	SR75_RS22630	SR76_RS04690	SR68_RS20615	SR69_RS18840
3299	NUDIX hydrolase	E00002	LI63_RS03120			LI62_RS16935	LI63_RS03120	LI64_RS14870	LI65_RS09765	LI66_RS15435	SR65_RS10790	SR75_RS22625	SR76_RS04685	SR68_RS20610	SR69_RS18835
3300	phosphodiesterase	E00002	LI63_RS03115			LI62_RS16940	LI63_RS03115	LI64_RS14875	LI65_RS09760	LI66_RS15440	SR65_RS10795	SR75_RS22620	SR76_RS04680	SR68_RS20605	SR69_RS18830
3301	glutathione S-transferase	E00004	LI65_RS09755			LI62_RS16945		LI64_RS14880	LI65_RS09755	LI66_RS15445	SR65_RS10800		SR76_RS04675		
3302	glutathione S-transferase	E00001	LI62_RS16950			LI62_RS16950	LI63_RS03105	LI64_RS14885	LI65_RS09750	LI66_RS15450	SR65_RS10805	SR75_RS22610	SR76_RS04670	SR68_RS20595	SR69_RS18820
3303	"D-erythro-7,8-dihydroneopterin triphosphate 2'-epimerase"	E00001	LI62_RS16955			LI62_RS16955	LI63_RS03100	LI64_RS14890	LI65_RS09745	LI66_RS15455	SR65_RS10810	SR75_RS22605	SR76_RS04665	SR68_RS20590	SR69_RS18815
3304	epimerase	E00002	LI63_RS03095			LI62_RS16960	LI63_RS03095	LI64_RS14895	LI65_RS09740	LI66_RS15460	SR65_RS10815	SR75_RS22600	SR76_RS04660	SR68_RS20585	SR69_RS18810
3305	N-acetyltransferase GCN5	E00002	LI63_RS03090			LI62_RS16965	LI63_RS03090	LI64_RS14900	LI65_RS09735	LI66_RS15465	SR65_RS10820	SR75_RS22595	SR76_RS04655	SR68_RS20580	SR69_RS18805
3306	histidine ABC transporter ATP-binding protein	E00001	LI62_RS16970			LI62_RS16970	LI63_RS03085	LI64_RS14905	LI65_RS09730	LI66_RS15470	SR65_RS10825	SR75_RS22590	SR76_RS04650	SR68_RS20575	SR69_RS18800
3307	histidine/lysine/arginine/ornithine ABC transporter permease HisM	E00001	LI62_RS16975			LI62_RS16975	LI63_RS03080	LI64_RS14910	LI65_RS09725	LI66_RS15475	SR65_RS10830	SR75_RS22585	SR76_RS04645	SR68_RS20570	SR69_RS18795
3308	amino acid ABC transporter permease	E00001	LI62_RS16980			LI62_RS16980	LI63_RS03075	LI64_RS14915	LI65_RS09720	LI66_RS15480	SR65_RS10835	SR75_RS22580	SR76_RS04640	SR68_RS20565	SR69_RS18790
3309	histidine-binding periplasmic protein	E00002	LI63_RS03070			LI62_RS16985	LI63_RS03070	LI64_RS14920	LI65_RS09715	LI66_RS15485	SR65_RS10840	SR75_RS22575	SR76_RS04635	SR68_RS20560	SR69_RS18785
3310	amino acid-binding protein	E00001	LI62_RS16990			LI62_RS16990	LI63_RS03065	LI64_RS14925	LI65_RS09710	LI66_RS15490	SR65_RS10845	SR75_RS22570	SR76_RS04630	SR68_RS20555	SR69_RS18780
3311	3-octaprenyl-4-hydroxybenzoate carboxy-lyase	E00002	LI63_RS03060			LI62_RS16995	LI63_RS03060	LI64_RS14930	LI65_RS09705	LI66_RS15495	SR65_RS10850	SR75_RS22565	SR76_RS04625	SR68_RS20550	SR69_RS18775
3312	amidophosphoribosyltransferase	E00002	LI63_RS03055			LI62_RS17000	LI63_RS03055	LI64_RS14935	LI65_RS09700	LI66_RS15500	SR65_RS10855	SR75_RS22560	SR76_RS04620	SR68_RS20545	SR69_RS18770
3313	colicin V production protein	E00001	LI62_RS17005			LI62_RS17005	LI63_RS03050	LI64_RS14940	LI65_RS09695	LI66_RS15505	SR65_RS10860	SR75_RS22555	SR76_RS04615	SR68_RS20540	SR69_RS18765
3314	cell division protein DedD	E00002	LI63_RS03045			LI62_RS17010	LI63_RS03045	LI64_RS14945	LI65_RS09690	LI66_RS15510	SR65_RS10865	SR75_RS22550	SR76_RS04610	SR68_RS20535	SR69_RS18760
3315	bifunctional folylpolyglutamate synthase/ dihydrofolate synthase	E00002	LI63_RS03040			LI62_RS17015	LI63_RS03040	LI64_RS14950	LI65_RS09685	LI66_RS15515	SR65_RS10870	SR75_RS22545	SR76_RS04605	SR68_RS20530	SR69_RS18755
3316	acetyl-CoA carboxylase subunit beta	E00002	LI63_RS03035			LI62_RS17020	LI63_RS03035	LI64_RS14955	LI65_RS09680	LI66_RS15520	SR65_RS10875	SR75_RS22540	SR76_RS04600	SR68_RS20525	SR69_RS18750
3317	membrane protein	E00002	LI63_RS03030			LI62_RS17025	LI63_RS03030	LI64_RS14960	LI65_RS09675	LI66_RS15525	SR65_RS10880	SR75_RS22535	SR76_RS04595	SR68_RS20520	SR69_RS18745
3318	tRNA pseudouridine synthase A	E00003	LI64_RS14965			LI62_RS17030	LI63_RS03025	LI64_RS14965	LI65_RS09670	LI66_RS15530	SR65_RS10885	SR75_RS22530	SR76_RS04590	SR68_RS20515	SR69_RS18740
3319	Aspartate-semialdehyde dehydrogenase	E00004	LI65_RS09665			LI62_RS17035	LI63_RS03020	LI64_RS14970	LI65_RS09665	LI66_RS15535	SR65_RS10890	SR75_RS22525	SR76_RS04585	SR68_RS20510	SR69_RS18735
3320	erythronate-4-phosphate dehydrogenase	E00002	LI63_RS03015			LI62_RS17040	LI63_RS03015	LI64_RS14975	LI65_RS09660	LI66_RS15540	SR65_RS10895	SR75_RS22520	SR76_RS04580	SR68_RS20505	SR69_RS18730
3321	flagella biosynthesis regulator	E00002	LI63_RS03010			LI62_RS17045	LI63_RS03010	LI64_RS14980	LI65_RS09655	LI66_RS15545	SR65_RS10900	SR75_RS22515	SR76_RS04575	SR68_RS20500	SR69_RS18725
3322	membrane protein	E00002	LI63_RS03005			LI62_RS17050	LI63_RS03005	LI64_RS14985	LI65_RS09650	LI66_RS15550	SR65_RS18610	SR75_RS22510	SR76_RS04570	SR68_RS20495	SR69_RS18720
3323	3-oxoacyl-ACP synthase	E00002	LI63_RS03000			LI62_RS17055	LI63_RS03000	LI64_RS14990	LI65_RS09645	LI66_RS15555	SR65_RS18615	SR75_RS22505	SR76_RS04565	SR68_RS20490	SR69_RS18715
3324	FAD-dependent oxidoreductase	E00002	LI63_RS02995			LI62_RS17060	LI63_RS02995	LI64_RS14995	LI65_RS09640	LI66_RS15560	SR65_RS18620	SR75_RS22500	SR76_RS04560	SR68_RS20485	SR69_RS18710
3325	hypothetical protein	E00002	LI63_RS02990			LI62_RS17065	LI63_RS02990	LI64_RS15000	LI65_RS09635	LI66_RS15565	SR65_RS18625	SR75_RS22495	SR76_RS04555	SR68_RS20480	SR69_RS18705
3326	hypothetical protein	E00005	LI66_RS15570			LI62_RS17070	LI63_RS02985	LI64_RS15005	LI65_RS09630	LI66_RS15570	SR65_RS18630	SR75_RS22490	SR76_RS04550	SR68_RS20475	SR69_RS18700
3327	membrane protein	E00001	LI62_RS17075			LI62_RS17075	LI63_RS02980	LI64_RS15010	LI65_RS09625	LI66_RS15575	SR65_RS18635	SR75_RS22485	SR76_RS04545	SR68_RS20470	SR69_RS18695
3328	penicillin-insensitive murein endopeptidase	E00002	LI63_RS02975			LI62_RS17080	LI63_RS02975	LI64_RS15015	LI65_RS09620	LI66_RS15580	SR65_RS18640	SR75_RS22480	SR76_RS04540	SR68_RS20465	SR69_RS18690
3329	chorismate synthase	E00002	LI63_RS02970			LI62_RS17085	LI63_RS02970	LI64_RS15020	LI65_RS09615	LI66_RS15585	SR65_RS18645	SR75_RS22475	SR76_RS04535	SR68_RS20460	SR69_RS18685
3330	N5-glutamine S-adenosyl-L-methionine-dependent methyltransferase	E00001	LI62_RS17090			LI62_RS17090	LI63_RS02965	LI64_RS15025	LI65_RS09610	LI66_RS15590	SR65_RS18650	SR75_RS22470	SR76_RS04530	SR68_RS20455	SR69_RS18680
3331	hypothetical protein	E00001	LI62_RS17095			LI62_RS17095	LI63_RS02960	LI64_RS15030	LI65_RS09605	LI66_RS15595	SR65_RS18655	SR75_RS22465	SR76_RS04525	SR68_RS20450	SR69_RS18675
3332	phosphohistidine phosphatase	E00001	LI62_RS17100			LI62_RS17100	LI63_RS02955	LI64_RS15035	LI65_RS09600	LI66_RS15600	SR65_RS18660	SR75_RS22460	SR76_RS04520	SR68_RS20445	SR69_RS18670
3333	multifunctional fatty acid oxidation complex subunit alpha	E00002	LI63_RS02950			LI62_RS17105	LI63_RS02950	LI64_RS15040	LI65_RS09595	LI66_RS15605	SR65_RS18665	SR75_RS22455	SR76_RS04515	SR68_RS20440	SR69_RS18665
3334	3-ketoacyl-CoA thiolase	E00005	LI66_RS15610			LI62_RS17110	LI63_RS02945	LI64_RS15045	LI65_RS09590	LI66_RS15610	SR65_RS18670	SR75_RS22450	SR76_RS04510	SR68_RS20435	SR69_RS18660
3335	hypothetical protein	E00002	LI63_RS02940			LI62_RS17115	LI63_RS02940	LI64_RS15050	LI65_RS09585	LI66_RS15615	SR65_RS18675	SR75_RS22445	SR76_RS04505	SR68_RS20430	SR69_RS18655
3336	long-chain fatty acid outer membrane transporter	E00002	LI63_RS02935			LI62_RS17120	LI63_RS02935		LI65_RS09580	LI66_RS15620	SR65_RS18680	SR75_RS22440	SR76_RS04500	SR68_RS20425	SR69_RS18650
3337	membrane protein	E00001	LI62_RS17125			LI62_RS17125	LI63_RS02930	LI64_RS15060	LI65_RS09575	LI66_RS15625	SR65_RS18685	SR75_RS22435	SR76_RS04495	SR68_RS20420	SR69_RS18645
3338	membrane protein	E00005	LI66_RS15630			LI62_RS17130	LI63_RS02925	LI64_RS15065	LI65_RS09570	LI66_RS15630	SR65_RS18690	SR75_RS22430	SR76_RS04490	SR68_RS20415	SR69_RS18640
3339	lipid A biosynthesis palmitoleoyl acyltransferase	E00002	LI63_RS02910			LI62_RS17145	LI63_RS02910	LI64_RS15075	LI65_RS09555	LI66_RS15645	SR65_RS18820	SR75_RS22415	SR76_RS04475	SR68_RS20400	SR69_RS18625
3340	hypothetical protein	E00002	LI63_RS02905			LI62_RS17150	LI63_RS02905	LI64_RS15080	LI65_RS09550	LI66_RS15650		SR75_RS22410	SR76_RS04470	SR68_RS20395	SR69_RS18620
3341	aspartate aminotransferase	E00004	LI65_RS09545			LI62_RS17155	LI63_RS02900	LI64_RS15085	LI65_RS09545	LI66_RS15655	SR65_RS18825	SR75_RS22405	SR76_RS04465	SR68_RS20390	SR69_RS18615
3342	membrane protein	E00002	LI63_RS02895			LI62_RS17160	LI63_RS02895	LI64_RS15090	LI65_RS09540	LI66_RS15660	SR65_RS18830	SR75_RS22400	SR76_RS04460	SR68_RS20385	SR69_RS18610
3343	protein mrkE	E00002	LI63_RS02890			LI62_RS17165	LI63_RS02890	LI64_RS15095	LI65_RS09535	LI66_RS15665	SR65_RS18835	SR75_RS22395	SR76_RS04455	SR68_RS20380	SR69_RS18605
3344	glucokinase	E00001	LI62_RS17170			LI62_RS17170	LI63_RS02885	LI64_RS15100	LI65_RS09530	LI66_RS15670	SR65_RS18840	SR75_RS22390	SR76_RS04450	SR68_RS20375	SR69_RS18600
3345	ion channel protein	E00005	LI66_RS15675			LI62_RS17175	LI63_RS02880	LI64_RS15105	LI65_RS09525	LI66_RS15675	SR65_RS18845	SR75_RS22385	SR76_RS04445	SR68_RS20370	SR69_RS18595
3346	indole-3-pyruvate decarboxylase	E00002	LI63_RS02875			LI62_RS17180	LI63_RS02875	LI64_RS15110	LI65_RS09520	LI66_RS15680	SR65_RS18850	SR75_RS22380	SR76_RS04440	SR68_RS20365	SR69_RS18590
3347	aldo/keto reductase	E00002	LI63_RS02870			LI62_RS17185	LI63_RS02870	LI64_RS15115	LI65_RS09515	LI66_RS15685	SR65_RS18855	SR75_RS22375	SR76_RS04435	SR68_RS20360	SR69_RS18585
3348	hypothetical protein	E00002	LI63_RS02865			LI62_RS17190	LI63_RS02865	LI64_RS15120	LI65_RS09510	LI66_RS15690	SR65_RS18860	SR75_RS22370	SR76_RS04430	SR68_RS20355	SR69_RS18580
3349	manganese transporter	E00005	LI66_RS15695			LI62_RS17195	LI63_RS02860	LI64_RS15125	LI65_RS09505	LI66_RS15695	SR65_RS18865	SR75_RS22365	SR76_RS04425	SR68_RS20350	SR69_RS18575
3350	nucleoside permease	E00002	LI63_RS02855			LI62_RS17200	LI63_RS02855	LI64_RS15130	LI65_RS09500	LI66_RS15700	SR65_RS18870	SR75_RS22360	SR76_RS04420	SR68_RS20345	SR69_RS18570
3351	hypothetical protein	E00002	LI63_RS02850			LI62_RS17205	LI63_RS02850	LI64_RS15135	LI65_RS09495	LI66_RS15705	SR65_RS18875	SR75_RS22355	SR76_RS04415	SR68_RS20340	SR69_RS18565
3352	hypothetical protein	E00002	LI63_RS02835			LI62_RS17220	LI63_RS02835	LI64_RS15150	LI65_RS09480	LI66_RS15720	SR65_RS18895	SR75_RS22340	SR76_RS04400	SR68_RS20325	SR69_RS18550
3353	hypothetical protein	E00002	LI63_RS02830			LI62_RS17225	LI63_RS02830	LI64_RS15155	LI65_RS09475	LI66_RS15725	SR65_RS18900	SR75_RS22335	SR76_RS04395	SR68_RS20320	SR69_RS18545
3354	glutaminyl-tRNA synthetase	E00005	LI66_RS15730			LI62_RS17230	LI63_RS02825	LI64_RS15160	LI65_RS09470	LI66_RS15730	SR65_RS18905	SR75_RS22330	SR76_RS04390	SR68_RS20315	SR69_RS18540
3355	hypothetical protein	E00001	LI62_RS17235			LI62_RS17235	LI63_RS02820			LI66_RS15735		SR75_RS22325	SR76_RS04385	SR68_RS20310	SR69_RS18535
3356	FlxA protein	E00004	LI65_RS09445			LI62_RS17260	LI63_RS02795	LI64_RS15185	LI65_RS09445	LI66_RS15760	SR65_RS01645	SR75_RS04245	SR76_RS10270	SR68_RS06500	SR69_RS01900
3357	LysR family transcripitonal regulator	E00004	LI65_RS09440			LI62_RS17265		LI64_RS15190	LI65_RS09440	LI66_RS15765	SR65_RS01640		SR76_RS10265		
3358	putative Na+-dependent transporter	E00033	SR76_RS10260			LI62_RS17270	LI63_RS02785	LI64_RS15195	LI65_RS09435	LI66_RS15770	SR65_RS01635	SR75_RS04235	SR76_RS10260	SR68_RS06490	SR69_RS01890
3359	hypothetical protein	E00001	LI62_RS17275			LI62_RS17275	LI63_RS02780	LI64_RS15200	LI65_RS09430	LI66_RS15775	SR65_RS01630	SR75_RS04230	SR76_RS10255	SR68_RS06485	SR69_RS01885
3360	NAD-dependent DNA ligase LigA	E00001	LI62_RS17280			LI62_RS17280	LI63_RS02775	LI64_RS15205	LI65_RS09425	LI66_RS15780	SR65_RS01625	SR75_RS04225	SR76_RS10250	SR68_RS06480	SR69_RS01880
3361	cell division protein ZipA	E00031	SR65_RS01620			LI62_RS17285	LI63_RS02770	LI64_RS15210	LI65_RS09420	LI66_RS15785	SR65_RS01620	SR75_RS04220	SR76_RS10245	SR68_RS06475	SR69_RS01875
3362	sulfate transporter	E00001	LI62_RS17290			LI62_RS17290	LI63_RS02765	LI64_RS15215	LI65_RS09415	LI66_RS15790	SR65_RS01615	SR75_RS04215	SR76_RS10240	SR68_RS06470	SR69_RS01865
3363	cysteine synthase A	E00002	LI63_RS02760			LI62_RS17295	LI63_RS02760	LI64_RS15220	LI65_RS09410	LI66_RS15795	SR65_RS01610	SR75_RS04210	SR76_RS10235	SR68_RS06465	SR69_RS01860
3364	phosphocarrier protein HPr	E00001	LI62_RS17300			LI62_RS17300	LI63_RS02755	LI64_RS15225	LI65_RS09405	LI66_RS15800	SR65_RS01605	SR75_RS04205	SR76_RS10230	SR68_RS06460	SR69_RS01855
3365	phosphoenolpyruvate-protein phosphotransferase	E00002	LI63_RS02750			LI62_RS17305	LI63_RS02750	LI64_RS15230	LI65_RS09400	LI66_RS15805	SR65_RS01600	SR75_RS04200	SR76_RS10225	SR68_RS06455	SR69_RS01850
3366	PTS glucose transporter subunit IIA	E00001	LI62_RS17310			LI62_RS17310	LI63_RS02745	LI64_RS15235	LI65_RS09395	LI66_RS15810	SR65_RS01595	SR75_RS04195	SR76_RS10220	SR68_RS06450	SR69_RS01845
3367	hydroxymethylpyrimidine kinase	E00002	LI63_RS02740			LI62_RS17315	LI63_RS02740	LI64_RS15240	LI65_RS09390	LI66_RS15815	SR65_RS01590	SR75_RS04190	SR76_RS10215	SR68_RS06445	SR69_RS01840
3368	cysteine synthase B	E00002	LI63_RS02735			LI62_RS17320	LI63_RS02735	LI64_RS15245	LI65_RS09385	LI66_RS15820	SR65_RS01585	SR75_RS04185	SR76_RS10210	SR68_RS06440	SR69_RS01835
3369	sulfate ABC transporter ATP-binding protein	E00001	LI62_RS17325			LI62_RS17325	LI63_RS02730	LI64_RS15250	LI65_RS09380	LI66_RS15825	SR65_RS01580	SR75_RS04180	SR76_RS10205	SR68_RS06435	SR69_RS01830
3370	sulfate/thiosulfate transporter permease subunit	E00001	LI62_RS17330			LI62_RS17330	LI63_RS02725	LI64_RS15255	LI65_RS09375	LI66_RS15830	SR65_RS01575	SR75_RS04175	SR76_RS10200	SR68_RS06430	SR69_RS01825
3371	sulfate/thiosulfate transporter subunit	E00002	LI63_RS02720			LI62_RS17335	LI63_RS02720	LI64_RS15260	LI65_RS09370	LI66_RS15835	SR65_RS01570	SR75_RS04170	SR76_RS10195	SR68_RS06425	SR69_RS01820
3372	sulfate/thiosulfate-binding protein	E00033	SR76_RS10190			LI62_RS17340	LI63_RS02715	LI64_RS15265	LI65_RS09365	LI66_RS15840	SR65_RS01565	SR75_RS04165	SR76_RS10190	SR68_RS06420	SR69_RS01815
3373	deferrochelatase/peroxidase YfeX	E00002	LI63_RS02710			LI62_RS17345	LI63_RS02710	LI64_RS15270	LI65_RS09360	LI66_RS15845	SR65_RS01560	SR75_RS04160	SR76_RS10185	SR68_RS06415	SR69_RS01810
3374	Protein of unknown function (DUF1131).	E00033	SR76_RS10180			LI62_RS17350	LI63_RS02705	LI64_RS15275	LI65_RS09355	LI66_RS15850	SR65_RS01555	SR75_RS04155	SR76_RS10180	SR68_RS06410	SR69_RS01805
3375	membrane protein	E00002	LI63_RS02700			LI62_RS17355	LI63_RS02700	LI64_RS15280	LI65_RS09350	LI66_RS15855	SR65_RS01550	SR75_RS04150	SR76_RS10175	SR68_RS06405	SR69_RS01800
3376	acetyltransferase	E00001	LI62_RS17360			LI62_RS17360	LI63_RS02695	LI64_RS15285	LI65_RS09345	LI66_RS15860	SR65_RS01545	SR75_RS04145	SR76_RS10170	SR68_RS06400	SR69_RS01795
3377	N-acetylmuramoyl-L-alanine amidase AmiA	E00002	LI63_RS02690			LI62_RS17365	LI63_RS02690	LI64_RS15290	LI65_RS09340	LI66_RS15865	SR65_RS01540	SR75_RS04140	SR76_RS10165	SR68_RS06395	SR69_RS01790
3378	"coproporphyrinogen-III oxidase, aerobic"	E00002	LI63_RS02685			LI62_RS17370	LI63_RS02685	LI64_RS15295	LI65_RS09335	LI66_RS15870	SR65_RS01535	SR75_RS04135	SR76_RS10160	SR68_RS06390	SR69_RS01785
3379	bifunctional malic enzyme oxidoreductase/phosphotransacetylase	E00005	LI66_RS15875			LI62_RS17375	LI63_RS02680	LI64_RS15300	LI65_RS09330	LI66_RS15875	SR65_RS01530	SR75_RS04130	SR76_RS10155	SR68_RS06385	SR69_RS01780
